Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Outlet_Establishment_Year,Item_Sales
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,5880
CR02,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,3038
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,570
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,675
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,630
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,4760
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,750
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2809
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2968
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,9065
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,5875
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5750
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3250
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,3230
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,182
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,6000
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,4845
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2756
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3000
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,2597
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,2850
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,8930
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,4590
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,1260
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,7740
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,1007
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,315
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2703
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,6125
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,6075
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,4180
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,1431
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,5250
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,8120
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,7410
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2491
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,420
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,4950
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,6345
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,3000
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,2890
CR11,25,Regular,Cracker,10,V001,Medium,Micro Store - Main,2010,400
CR04,85,Regular,Cracker,20,S003,Small,Micro Store C,2016,1000
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,1890
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,5220
BI03,1500,Low,Biscuit,290,L002,Small,Micro Store B,2014,4060
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,7800
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,3080
CR01,1000,Regular,Cracker,195,L002,Small,Micro Store B,2014,5850
NS09,500,Low,Nuts,85,S003,Small,Micro Store C,2016,2805
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,7800
CR07,85,Regular,Cracker,20,S003,Small,Micro Store C,2016,920
CR08,1000,Regular,Cracker,150,L002,Small,Micro Store B,2014,9750
CR11,25,Regular,Cracker,10,V001,Medium,Micro Store - Main,2010,120
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,375
CR11,25,Regular,Cracker,10,L002,Small,Micro Store B,2014,440
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,1908
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,8700
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1500
CR07,85,Regular,Cracker,20,V001,Medium,Micro Store - Main,2010,500
CR11,25,Regular,Cracker,10,L002,Small,Micro Store B,2014,240
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,870
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,329
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,7685
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,4650
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,7955
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7625
CR06,45,Regular,Cracker,35,S003,Small,Micro Store C,2016,1540
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,8120
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,5100
CR06,45,Regular,Cracker,35,S003,Small,Micro Store C,2016,700
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,203
CR11,25,Regular,Cracker,10,S003,Small,Micro Store C,2016,450
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,3021
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,9400
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,6300
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,1272
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,8510
CR06,45,Regular,Cracker,35,S003,Small,Micro Store C,2016,1015
CR11,25,Regular,Cracker,10,L002,Small,Micro Store B,2014,30
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,427
NS06,1000,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,4600
BR02,480,Low,Bread,125,L002,Small,Micro Store B,2014,4125
CR06,45,Regular,Cracker,35,S003,Small,Micro Store C,2016,420
CR07,85,Regular,Cracker,20,L002,Small,Micro Store B,2014,500
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,6600
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,3045
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,1620
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,4650
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,7000
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,4995
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,4500
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3750
BR01,400,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5000
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,4440
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,8550
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,930
NS08,500,Low,Nuts,135,L002,Small,Micro Store B,2014,5670
CH04,150,High,Chicharon,100,L002,Small,Micro Store B,2014,1200
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,5800
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,4350
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,7420
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,4070
NS12,500,Low,Nuts,75,L002,Small,Micro Store B,2014,3825
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,2280
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,2210
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,4375
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5375
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4875
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,10440
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,3234
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,7875
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,9860
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,2332
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,15660
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,900
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,217
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,780
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,4900
CR16,85,Regular,Cracker,290,L002,Small,Micro Store B,2014,5510
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,2340
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,1520
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,4770
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,3770
CH04,150,High,Chicharon,100,S003,Small,Micro Store C,2016,2300
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,5850
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5625
BR02,480,Low,Bread,125,L002,Small,Micro Store B,2014,6625
BR01,400,Low,Bread,125,L002,Small,Micro Store B,2014,2250
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,3230
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,2875
BR07,600,Low,Bread,125,L002,Small,Micro Store B,2014,5875
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,5040
BR01,400,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4250
CR08,1000,Regular,Cracker,150,L002,Small,Micro Store B,2014,7800
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,5310
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,5890
CR02,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,2352
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,5490
NS02,500,Low,Nuts,85,L002,Small,Micro Store B,2014,255
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,750
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,1530
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,7250
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,4255
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,1330
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,1955
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,7750
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,510
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,371
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,6875
NS02,500,Low,Nuts,85,L002,Small,Micro Store B,2014,2550
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,495
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,2640
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,1500
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,6670
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,4500
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,6076
CR10,25,Regular,Cracker,5,V001,Medium,Micro Store - Main,2010,75
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,420
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,3332
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,3626
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,1760
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,259
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,4940
NS02,500,Low,Nuts,85,L002,Small,Micro Store B,2014,2635
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,5320
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,5040
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,3430
BR01,400,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2375
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,8250
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,9990
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,195
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,4320
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,10730
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,5550
CH06,150,High,Chicharon,90,S003,Small,Micro Store C,2016,4410
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,4500
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,5400
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,13920
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,3150
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,2550
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,7400
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,294
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,1007
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,1600
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,105
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,434
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,8640
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,3700
CH06,150,High,Chicharon,90,S003,Small,Micro Store C,2016,1260
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,2080
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,17110
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,5225
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,3600
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,2544
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,4000
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,3120
CR14,100,Regular,Cracker,53,L002,Small,Micro Store B,2014,1325
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,405
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,3600
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,1800
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,85
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,360
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,160
CR01,1000,Regular,Cracker,195,S003,Small,Micro Store C,2016,780
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,140
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,405
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,585
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,1190
CH04,150,High,Chicharon,100,L002,Small,Micro Store B,2014,700
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,200
NS10,500,Low,Nuts,145,L002,Small,Micro Store B,2014,145
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,7
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,4205
BI02,1660,Low,Biscuit,304,S003,Small,Micro Store C,2016,5472
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,190
BI01,2000,Low,Biscuit,310,V001,Medium,Micro Store - Main,2010,7130
NS13,150,Low,Nuts,75,S003,Small,Micro Store C,2016,300
BI02,1660,Low,Biscuit,304,V001,Medium,Micro Store - Main,2010,304
BR03,450,Low,Bread,125,S003,Small,Micro Store C,2016,125
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,35
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,75
CR01,85,Regular,Cracker,20,L002,Small,Micro Store B,2014,20
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,20
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,1080
BR03,450,Low,Bread,125,L002,Small,Micro Store B,2014,625
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,1900
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,195
CR12,20,Regular,Cracker,5,L002,Small,Micro Store B,2014,30
CR13,85,Regular,Cracker,13,S003,Small,Micro Store C,2016,91
CR01,1000,Regular,Cracker,180,L002,Small,Micro Store B,2014,1440
CR06,45,Regular,Cracker,35,S003,Small,Micro Store C,2016,105
NS09,500,Low,Nuts,85,S003,Small,Micro Store C,2016,340
NS10,500,Low,Nuts,145,L002,Small,Micro Store B,2014,1305
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,420
CR11,25,Regular,Cracker,10,V001,Medium,Micro Store - Main,2010,70
CR10,25,Regular,Cracker,5,S003,Small,Micro Store C,2016,45
CR01,150,Regular,Cracker,35,L002,Small,Micro Store B,2014,70
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,760
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,175
NS11,500,Low,Nuts,100,L002,Small,Micro Store B,2014,100
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,125
BR03,450,Low,Bread,125,L002,Small,Micro Store B,2014,125
CH03,50,High,Chicharon,20,L002,Small,Micro Store B,2014,60
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,400
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,2280
NS04,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,425
CR07,85,Regular,Cracker,20,L002,Small,Micro Store B,2014,40
NS13,150,Low,Nuts,75,S003,Small,Micro Store C,2016,75
CR01,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,686
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,400
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,500
CR11,25,Regular,Cracker,10,S003,Small,Micro Store C,2016,480
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,98
CR06,45,Regular,Cracker,35,L002,Small,Micro Store B,2014,245
CR07,85,Regular,Cracker,20,V001,Medium,Micro Store - Main,2010,20
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,95
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,125
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,90
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,150
BR03,450,Low,Bread,125,L002,Small,Micro Store B,2014,1500
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,1450
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,3240
NS09,500,Low,Nuts,85,S003,Small,Micro Store C,2016,255
CR10,25,Regular,Cracker,5,L002,Small,Micro Store B,2014,400
CR11,25,Regular,Cracker,10,L002,Small,Micro Store B,2014,360
BI02,1660,Low,Biscuit,304,L002,Small,Micro Store B,2014,912
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,106
CH08,500,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,200
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,90
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,750
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,1200
NS13,150,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,675
NS04,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,340
CH03,50,High,Chicharon,20,L002,Small,Micro Store B,2014,120
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,250
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,375
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,100
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,375
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,625
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,20
NS09,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,765
CH06,150,High,Chicharon,90,S003,Small,Micro Store C,2016,540
CR01,150,Regular,Cracker,35,V001,Medium,Micro Store - Main,2010,105
CR06,45,Regular,Cracker,35,L002,Small,Micro Store B,2014,35
NS08,500,Low,Nuts,135,L002,Small,Micro Store B,2014,1215
CR07,85,Regular,Cracker,20,S003,Small,Micro Store C,2016,100
CR01,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,540
CR12,20,Regular,Cracker,5,L002,Small,Micro Store B,2014,5
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,140
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,20
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,800
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,375
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,2590
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,1120
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,126
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,2405
BI01,2000,Low,Biscuit,310,V001,Medium,Micro Store - Main,2010,7440
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,240
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,105
NS06,1000,Low,Nuts,200,S003,Small,Micro Store C,2016,2800
CH08,500,High,Chicharon,100,S003,Small,Micro Store C,2016,1200
NS13,150,Low,Nuts,75,L002,Small,Micro Store B,2014,1050
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,2250
CH06,150,High,Chicharon,90,L002,Small,Micro Store B,2014,2160
CR13,85,Regular,Cracker,290,L002,Small,Micro Store B,2014,290
BI02,1660,Low,Biscuit,304,S003,Small,Micro Store C,2016,6384
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,4704
BI02,1660,Low,Biscuit,304,V001,Medium,Micro Store - Main,2010,2736
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,3625
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,1800
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,900
CR01,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,1274
CR10,25,Regular,Cracker,5,V001,Medium,Micro Store - Main,2010,25
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,2100
BR07,600,Low,Bread,125,L002,Small,Micro Store B,2014,375
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1375
CR13,85,Regular,Cracker,13,S003,Small,Micro Store C,2016,39
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,1625
CR11,25,Regular,Cracker,10,V001,Medium,Micro Store - Main,2010,50
CR01,1000,Regular,Cracker,195,L002,Small,Micro Store B,2014,1365
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,300
NS06,1000,Low,Nuts,200,S003,Small,Micro Store C,2016,2400
NS04,500,Low,Nuts,85,S003,Small,Micro Store C,2016,1275
NS10,500,Low,Nuts,145,L002,Small,Micro Store B,2014,1160
CH08,500,High,Chicharon,100,L002,Small,Micro Store B,2014,1800
CR07,85,Regular,Cracker,20,S003,Small,Micro Store C,2016,60
CH08,500,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,900
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,625
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,390
CR13,85,Regular,Cracker,13,V001,Medium,Micro Store - Main,2010,65
CR01,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,1260
